election_date,election_name,county_name,contest_name,contest_type,choice_name,precinct_code,precinct_votes,precinct_ballots_cast,voter_turnout,voter_registration,is_zero_registration_precinct,is_zero_ballots_precinct,turnout_rate_precinct,turnout_rate_pct_precinct,contest_total_votes,choice_share,choice_rank,polarization_fragmentation,contest_participation_rate,rolloff_count,rolloff_rate,winner_votes,runnerup_votes,margin_votes,margin_pct,winner_share,runnerup_share,winner_choice_name,runnerup_choice_name
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ANDREW YOUNG,25AL01,163,341,341,1092,False,False,0.31227106227106227,0.7985436893203883,625,0.2608,1.0,0.8093184,1.8328445747800586,-284.0,-0.8328445747800587,163.0,118.0,45.0,0.072,0.2608,0.1888,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,JENNIFER WADSWORTH,25AL01,118,341,341,1092,False,False,0.31227106227106227,0.7985436893203883,625,0.1888,2.0,0.8093184,1.8328445747800586,-284.0,-0.8328445747800587,163.0,118.0,45.0,0.072,0.2608,0.1888,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,SARAH BLACKWELL,25AL01,116,341,341,1092,False,False,0.31227106227106227,0.7985436893203883,625,0.1856,3.0,0.8093184,1.8328445747800586,-284.0,-0.8328445747800587,163.0,118.0,45.0,0.072,0.2608,0.1888,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,WESLEY G. FUNK,25AL01,110,341,341,1092,False,False,0.31227106227106227,0.7985436893203883,625,0.176,4.0,0.8093184,1.8328445747800586,-284.0,-0.8328445747800587,163.0,118.0,45.0,0.072,0.2608,0.1888,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,TROY SLADE,25AL01,88,341,341,1092,False,False,0.31227106227106227,0.7985436893203883,625,0.1408,5.0,0.8093184,1.8328445747800586,-284.0,-0.8328445747800587,163.0,118.0,45.0,0.072,0.2608,0.1888,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ALI GARBERO,25AL01,26,341,341,1092,False,False,0.31227106227106227,0.7985436893203883,625,0.0416,6.0,0.8093184,1.8328445747800586,-284.0,-0.8328445747800587,163.0,118.0,45.0,0.072,0.2608,0.1888,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,J. BEN BLANK,25AL01,4,341,341,1092,False,False,0.31227106227106227,0.7985436893203883,625,0.0064,7.0,0.8093184,1.8328445747800586,-284.0,-0.8328445747800587,163.0,118.0,45.0,0.072,0.2608,0.1888,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ANDREW YOUNG,25AL02,100,216,216,795,False,False,0.27169811320754716,0.6553398058252428,387,0.25839793281653745,1.0,0.8079776188663876,1.7916666666666667,-171.0,-0.7916666666666666,100.0,72.0,28.0,0.07235142118863049,0.25839793281653745,0.18604651162790697,ANDREW YOUNG,WESLEY G. FUNK
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,WESLEY G. FUNK,25AL02,72,216,216,795,False,False,0.27169811320754716,0.6553398058252428,387,0.18604651162790697,2.0,0.8079776188663876,1.7916666666666667,-171.0,-0.7916666666666666,100.0,72.0,28.0,0.07235142118863049,0.25839793281653745,0.18604651162790697,ANDREW YOUNG,WESLEY G. FUNK
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,TROY SLADE,25AL02,69,216,216,795,False,False,0.27169811320754716,0.6553398058252428,387,0.17829457364341086,3.0,0.8079776188663876,1.7916666666666667,-171.0,-0.7916666666666666,100.0,72.0,28.0,0.07235142118863049,0.25839793281653745,0.18604651162790697,ANDREW YOUNG,WESLEY G. FUNK
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,JENNIFER WADSWORTH,25AL02,67,216,216,795,False,False,0.27169811320754716,0.6553398058252428,387,0.1731266149870801,4.0,0.8079776188663876,1.7916666666666667,-171.0,-0.7916666666666666,100.0,72.0,28.0,0.07235142118863049,0.25839793281653745,0.18604651162790697,ANDREW YOUNG,WESLEY G. FUNK
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,SARAH BLACKWELL,25AL02,65,216,216,795,False,False,0.27169811320754716,0.6553398058252428,387,0.16795865633074936,5.0,0.8079776188663876,1.7916666666666667,-171.0,-0.7916666666666666,100.0,72.0,28.0,0.07235142118863049,0.25839793281653745,0.18604651162790697,ANDREW YOUNG,WESLEY G. FUNK
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ALI GARBERO,25AL02,8,216,216,795,False,False,0.27169811320754716,0.6553398058252428,387,0.020671834625323,6.0,0.8079776188663876,1.7916666666666667,-171.0,-0.7916666666666666,100.0,72.0,28.0,0.07235142118863049,0.25839793281653745,0.18604651162790697,ANDREW YOUNG,WESLEY G. FUNK
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,J. BEN BLANK,25AL02,6,216,216,795,False,False,0.27169811320754716,0.6553398058252428,387,0.015503875968992248,7.0,0.8079776188663876,1.7916666666666667,-171.0,-0.7916666666666666,100.0,72.0,28.0,0.07235142118863049,0.25839793281653745,0.18604651162790697,ANDREW YOUNG,WESLEY G. FUNK
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,SARAH BLACKWELL,25AL03,95,169,169,559,False,False,0.3023255813953488,0.7742718446601942,306,0.3104575163398693,1.0,0.8028536033149642,1.8106508875739644,-137.0,-0.8106508875739645,95.0,61.0,34.0,0.1111111111111111,0.3104575163398693,0.19934640522875818,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ANDREW YOUNG,25AL03,61,169,169,559,False,False,0.3023255813953488,0.7742718446601942,306,0.19934640522875818,2.0,0.8028536033149642,1.8106508875739644,-137.0,-0.8106508875739645,95.0,61.0,34.0,0.1111111111111111,0.3104575163398693,0.19934640522875818,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,JENNIFER WADSWORTH,25AL03,48,169,169,559,False,False,0.3023255813953488,0.7742718446601942,306,0.1568627450980392,3.0,0.8028536033149642,1.8106508875739644,-137.0,-0.8106508875739645,95.0,61.0,34.0,0.1111111111111111,0.3104575163398693,0.19934640522875818,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,WESLEY G. FUNK,25AL03,42,169,169,559,False,False,0.3023255813953488,0.7742718446601942,306,0.13725490196078433,4.0,0.8028536033149642,1.8106508875739644,-137.0,-0.8106508875739645,95.0,61.0,34.0,0.1111111111111111,0.3104575163398693,0.19934640522875818,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,TROY SLADE,25AL03,37,169,169,559,False,False,0.3023255813953488,0.7742718446601942,306,0.12091503267973856,5.0,0.8028536033149642,1.8106508875739644,-137.0,-0.8106508875739645,95.0,61.0,34.0,0.1111111111111111,0.3104575163398693,0.19934640522875818,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ALI GARBERO,25AL03,14,169,169,559,False,False,0.3023255813953488,0.7742718446601942,306,0.0457516339869281,6.0,0.8028536033149642,1.8106508875739644,-137.0,-0.8106508875739645,95.0,61.0,34.0,0.1111111111111111,0.3104575163398693,0.19934640522875818,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,J. BEN BLANK,25AL03,9,169,169,559,False,False,0.3023255813953488,0.7742718446601942,306,0.029411764705882353,7.0,0.8028536033149642,1.8106508875739644,-137.0,-0.8106508875739645,95.0,61.0,34.0,0.1111111111111111,0.3104575163398693,0.19934640522875818,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,SARAH BLACKWELL,25AL04,103,203,203,739,False,False,0.2746955345060893,0.6747572815533981,376,0.27393617021276595,1.0,0.7800050928021729,1.8522167487684729,-173.0,-0.8522167487684729,103.0,100.0,3.0,0.007978723404255319,0.27393617021276595,0.26595744680851063,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ANDREW YOUNG,25AL04,100,203,203,739,False,False,0.2746955345060893,0.6747572815533981,376,0.26595744680851063,2.0,0.7800050928021729,1.8522167487684729,-173.0,-0.8522167487684729,103.0,100.0,3.0,0.007978723404255319,0.27393617021276595,0.26595744680851063,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,JENNIFER WADSWORTH,25AL04,76,203,203,739,False,False,0.2746955345060893,0.6747572815533981,376,0.20212765957446807,3.0,0.7800050928021729,1.8522167487684729,-173.0,-0.8522167487684729,103.0,100.0,3.0,0.007978723404255319,0.27393617021276595,0.26595744680851063,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,TROY SLADE,25AL04,66,203,203,739,False,False,0.2746955345060893,0.6747572815533981,376,0.17553191489361702,4.0,0.7800050928021729,1.8522167487684729,-173.0,-0.8522167487684729,103.0,100.0,3.0,0.007978723404255319,0.27393617021276595,0.26595744680851063,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,WESLEY G. FUNK,25AL04,15,203,203,739,False,False,0.2746955345060893,0.6747572815533981,376,0.0398936170212766,5.0,0.7800050928021729,1.8522167487684729,-173.0,-0.8522167487684729,103.0,100.0,3.0,0.007978723404255319,0.27393617021276595,0.26595744680851063,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ALI GARBERO,25AL04,10,203,203,739,False,False,0.2746955345060893,0.6747572815533981,376,0.026595744680851064,6.0,0.7800050928021729,1.8522167487684729,-173.0,-0.8522167487684729,103.0,100.0,3.0,0.007978723404255319,0.27393617021276595,0.26595744680851063,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,J. BEN BLANK,25AL04,6,203,203,739,False,False,0.2746955345060893,0.6747572815533981,376,0.015957446808510637,7.0,0.7800050928021729,1.8522167487684729,-173.0,-0.8522167487684729,103.0,100.0,3.0,0.007978723404255319,0.27393617021276595,0.26595744680851063,SARAH BLACKWELL,ANDREW YOUNG
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ANDREW YOUNG,25AL05,187,293,293,938,False,False,0.31236673773987206,0.8009708737864077,528,0.3541666666666667,1.0,0.7856117998163452,1.8020477815699658,-235.0,-0.8020477815699659,187.0,92.0,95.0,0.17992424242424243,0.3541666666666667,0.17424242424242425,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,JENNIFER WADSWORTH,25AL05,92,293,293,938,False,False,0.31236673773987206,0.8009708737864077,528,0.17424242424242425,2.0,0.7856117998163452,1.8020477815699658,-235.0,-0.8020477815699659,187.0,92.0,95.0,0.17992424242424243,0.3541666666666667,0.17424242424242425,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,TROY SLADE,25AL05,82,293,293,938,False,False,0.31236673773987206,0.8009708737864077,528,0.1553030303030303,3.0,0.7856117998163452,1.8020477815699658,-235.0,-0.8020477815699659,187.0,92.0,95.0,0.17992424242424243,0.3541666666666667,0.17424242424242425,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,SARAH BLACKWELL,25AL05,79,293,293,938,False,False,0.31236673773987206,0.8009708737864077,528,0.14962121212121213,4.0,0.7856117998163452,1.8020477815699658,-235.0,-0.8020477815699659,187.0,92.0,95.0,0.17992424242424243,0.3541666666666667,0.17424242424242425,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ALI GARBERO,25AL05,51,293,293,938,False,False,0.31236673773987206,0.8009708737864077,528,0.09659090909090909,5.0,0.7856117998163452,1.8020477815699658,-235.0,-0.8020477815699659,187.0,92.0,95.0,0.17992424242424243,0.3541666666666667,0.17424242424242425,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,WESLEY G. FUNK,25AL05,25,293,293,938,False,False,0.31236673773987206,0.8009708737864077,528,0.04734848484848485,6.0,0.7856117998163452,1.8020477815699658,-235.0,-0.8020477815699659,187.0,92.0,95.0,0.17992424242424243,0.3541666666666667,0.17424242424242425,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,J. BEN BLANK,25AL05,12,293,293,938,False,False,0.31236673773987206,0.8009708737864077,528,0.022727272727272728,7.0,0.7856117998163452,1.8020477815699658,-235.0,-0.8020477815699659,187.0,92.0,95.0,0.17992424242424243,0.3541666666666667,0.17424242424242425,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ANDREW YOUNG,25AL06,180,333,333,945,False,False,0.3523809523809524,0.8713592233009708,619,0.29079159935379645,1.0,0.7791293999128304,1.8588588588588588,-286.0,-0.8588588588588588,180.0,164.0,16.0,0.025848142164781908,0.29079159935379645,0.2649434571890145,ANDREW YOUNG,TROY SLADE
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,TROY SLADE,25AL06,164,333,333,945,False,False,0.3523809523809524,0.8713592233009708,619,0.2649434571890145,2.0,0.7791293999128304,1.8588588588588588,-286.0,-0.8588588588588588,180.0,164.0,16.0,0.025848142164781908,0.29079159935379645,0.2649434571890145,ANDREW YOUNG,TROY SLADE
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,SARAH BLACKWELL,25AL06,113,333,333,945,False,False,0.3523809523809524,0.8713592233009708,619,0.1825525040387722,3.0,0.7791293999128304,1.8588588588588588,-286.0,-0.8588588588588588,180.0,164.0,16.0,0.025848142164781908,0.29079159935379645,0.2649434571890145,ANDREW YOUNG,TROY SLADE
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,JENNIFER WADSWORTH,25AL06,105,333,333,945,False,False,0.3523809523809524,0.8713592233009708,619,0.16962843295638125,4.0,0.7791293999128304,1.8588588588588588,-286.0,-0.8588588588588588,180.0,164.0,16.0,0.025848142164781908,0.29079159935379645,0.2649434571890145,ANDREW YOUNG,TROY SLADE
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,WESLEY G. FUNK,25AL06,35,333,333,945,False,False,0.3523809523809524,0.8713592233009708,619,0.05654281098546042,5.0,0.7791293999128304,1.8588588588588588,-286.0,-0.8588588588588588,180.0,164.0,16.0,0.025848142164781908,0.29079159935379645,0.2649434571890145,ANDREW YOUNG,TROY SLADE
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ALI GARBERO,25AL06,17,333,333,945,False,False,0.3523809523809524,0.8713592233009708,619,0.027463651050080775,6.0,0.7791293999128304,1.8588588588588588,-286.0,-0.8588588588588588,180.0,164.0,16.0,0.025848142164781908,0.29079159935379645,0.2649434571890145,ANDREW YOUNG,TROY SLADE
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,J. BEN BLANK,25AL06,5,333,333,945,False,False,0.3523809523809524,0.8713592233009708,619,0.008077544426494346,7.0,0.7791293999128304,1.8588588588588588,-286.0,-0.8588588588588588,180.0,164.0,16.0,0.025848142164781908,0.29079159935379645,0.2649434571890145,ANDREW YOUNG,TROY SLADE
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,JENNIFER WADSWORTH,25AL07,125,228,228,835,False,False,0.27305389221556886,0.6650485436893204,411,0.30413625304136255,1.0,0.7832892298766879,1.8026315789473684,-183.0,-0.8026315789473685,125.0,91.0,34.0,0.0827250608272506,0.30413625304136255,0.22141119221411193,JENNIFER WADSWORTH,SARAH BLACKWELL
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,SARAH BLACKWELL,25AL07,91,228,228,835,False,False,0.27305389221556886,0.6650485436893204,411,0.22141119221411193,2.0,0.7832892298766879,1.8026315789473684,-183.0,-0.8026315789473685,125.0,91.0,34.0,0.0827250608272506,0.30413625304136255,0.22141119221411193,JENNIFER WADSWORTH,SARAH BLACKWELL
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ANDREW YOUNG,25AL07,84,228,228,835,False,False,0.27305389221556886,0.6650485436893204,411,0.20437956204379562,3.0,0.7832892298766879,1.8026315789473684,-183.0,-0.8026315789473685,125.0,91.0,34.0,0.0827250608272506,0.30413625304136255,0.22141119221411193,JENNIFER WADSWORTH,SARAH BLACKWELL
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,TROY SLADE,25AL07,60,228,228,835,False,False,0.27305389221556886,0.6650485436893204,411,0.145985401459854,4.0,0.7832892298766879,1.8026315789473684,-183.0,-0.8026315789473685,125.0,91.0,34.0,0.0827250608272506,0.30413625304136255,0.22141119221411193,JENNIFER WADSWORTH,SARAH BLACKWELL
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,WESLEY G. FUNK,25AL07,45,228,228,835,False,False,0.27305389221556886,0.6650485436893204,411,0.10948905109489052,5.0,0.7832892298766879,1.8026315789473684,-183.0,-0.8026315789473685,125.0,91.0,34.0,0.0827250608272506,0.30413625304136255,0.22141119221411193,JENNIFER WADSWORTH,SARAH BLACKWELL
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ALI GARBERO,25AL07,4,228,228,835,False,False,0.27305389221556886,0.6650485436893204,411,0.009732360097323601,6.0,0.7832892298766879,1.8026315789473684,-183.0,-0.8026315789473685,125.0,91.0,34.0,0.0827250608272506,0.30413625304136255,0.22141119221411193,JENNIFER WADSWORTH,SARAH BLACKWELL
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,J. BEN BLANK,25AL07,2,228,228,835,False,False,0.27305389221556886,0.6650485436893204,411,0.004866180048661801,7.0,0.7832892298766879,1.8026315789473684,-183.0,-0.8026315789473685,125.0,91.0,34.0,0.0827250608272506,0.30413625304136255,0.22141119221411193,JENNIFER WADSWORTH,SARAH BLACKWELL
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ANDREW YOUNG,25AL08,170,343,343,1133,False,False,0.3027360988526037,0.7766990291262136,612,0.2777777777777778,1.0,0.8037293348712033,1.784256559766764,-269.0,-0.7842565597667639,170.0,135.0,35.0,0.05718954248366013,0.2777777777777778,0.22058823529411764,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,JENNIFER WADSWORTH,25AL08,135,343,343,1133,False,False,0.3027360988526037,0.7766990291262136,612,0.22058823529411764,2.0,0.8037293348712033,1.784256559766764,-269.0,-0.7842565597667639,170.0,135.0,35.0,0.05718954248366013,0.2777777777777778,0.22058823529411764,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,TROY SLADE,25AL08,125,343,343,1133,False,False,0.3027360988526037,0.7766990291262136,612,0.2042483660130719,3.0,0.8037293348712033,1.784256559766764,-269.0,-0.7842565597667639,170.0,135.0,35.0,0.05718954248366013,0.2777777777777778,0.22058823529411764,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,SARAH BLACKWELL,25AL08,78,343,343,1133,False,False,0.3027360988526037,0.7766990291262136,612,0.12745098039215685,4.0,0.8037293348712033,1.784256559766764,-269.0,-0.7842565597667639,170.0,135.0,35.0,0.05718954248366013,0.2777777777777778,0.22058823529411764,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,ALI GARBERO,25AL08,54,343,343,1133,False,False,0.3027360988526037,0.7766990291262136,612,0.08823529411764706,5.0,0.8037293348712033,1.784256559766764,-269.0,-0.7842565597667639,170.0,135.0,35.0,0.05718954248366013,0.2777777777777778,0.22058823529411764,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,WESLEY G. FUNK,25AL08,41,343,343,1133,False,False,0.3027360988526037,0.7766990291262136,612,0.06699346405228758,6.0,0.8037293348712033,1.784256559766764,-269.0,-0.7842565597667639,170.0,135.0,35.0,0.05718954248366013,0.2777777777777778,0.22058823529411764,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Alpine City Council,Local,J. BEN BLANK,25AL08,9,343,343,1133,False,False,0.3027360988526037,0.7766990291262136,612,0.014705882352941176,7.0,0.8037293348712033,1.784256559766764,-269.0,-0.7842565597667639,170.0,135.0,35.0,0.05718954248366013,0.2777777777777778,0.22058823529411764,ANDREW YOUNG,JENNIFER WADSWORTH
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,BRETT L WRIGHT,25EM01,98,200,200,623,False,False,0.32102728731942215,0.8252427184466019,335,0.29253731343283584,1.0,0.7849587881488083,1.675,-135.0,-0.675,98.0,77.0,21.0,0.0626865671641791,0.29253731343283584,0.2298507462686567,BRETT L WRIGHT,CHARLOTTE DUCOS
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,CHARLOTTE DUCOS,25EM01,77,200,200,623,False,False,0.32102728731942215,0.8252427184466019,335,0.2298507462686567,2.0,0.7849587881488083,1.675,-135.0,-0.675,98.0,77.0,21.0,0.0626865671641791,0.29253731343283584,0.2298507462686567,BRETT L WRIGHT,CHARLOTTE DUCOS
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,LAURA JENSEN,25EM01,68,200,200,623,False,False,0.32102728731942215,0.8252427184466019,335,0.20298507462686566,3.0,0.7849587881488083,1.675,-135.0,-0.675,98.0,77.0,21.0,0.0626865671641791,0.29253731343283584,0.2298507462686567,BRETT L WRIGHT,CHARLOTTE DUCOS
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,CRAIG WHITING,25EM01,54,200,200,623,False,False,0.32102728731942215,0.8252427184466019,335,0.16119402985074627,4.0,0.7849587881488083,1.675,-135.0,-0.675,98.0,77.0,21.0,0.0626865671641791,0.29253731343283584,0.2298507462686567,BRETT L WRIGHT,CHARLOTTE DUCOS
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,EMILY BUSS,25EM01,32,200,200,623,False,False,0.32102728731942215,0.8252427184466019,335,0.0955223880597015,5.0,0.7849587881488083,1.675,-135.0,-0.675,98.0,77.0,21.0,0.0626865671641791,0.29253731343283584,0.2298507462686567,BRETT L WRIGHT,CHARLOTTE DUCOS
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,ORETA M. TUPOLA,25EM01,6,200,200,623,False,False,0.32102728731942215,0.8252427184466019,335,0.01791044776119403,6.0,0.7849587881488083,1.675,-135.0,-0.675,98.0,77.0,21.0,0.0626865671641791,0.29253731343283584,0.2298507462686567,BRETT L WRIGHT,CHARLOTTE DUCOS
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,CRAIG WHITING,25EM02,209,290,290,1095,False,False,0.2648401826484018,0.6286407766990292,538,0.38847583643122674,1.0,0.7041500255662582,1.8551724137931034,-248.0,-0.8551724137931035,209.0,189.0,20.0,0.03717472118959108,0.38847583643122674,0.3513011152416357,CRAIG WHITING,BRETT L WRIGHT
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,BRETT L WRIGHT,25EM02,189,290,290,1095,False,False,0.2648401826484018,0.6286407766990292,538,0.3513011152416357,2.0,0.7041500255662582,1.8551724137931034,-248.0,-0.8551724137931035,209.0,189.0,20.0,0.03717472118959108,0.38847583643122674,0.3513011152416357,CRAIG WHITING,BRETT L WRIGHT
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,CHARLOTTE DUCOS,25EM02,61,290,290,1095,False,False,0.2648401826484018,0.6286407766990292,538,0.11338289962825279,3.0,0.7041500255662582,1.8551724137931034,-248.0,-0.8551724137931035,209.0,189.0,20.0,0.03717472118959108,0.38847583643122674,0.3513011152416357,CRAIG WHITING,BRETT L WRIGHT
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,EMILY BUSS,25EM02,42,290,290,1095,False,False,0.2648401826484018,0.6286407766990292,538,0.07806691449814127,4.0,0.7041500255662582,1.8551724137931034,-248.0,-0.8551724137931035,209.0,189.0,20.0,0.03717472118959108,0.38847583643122674,0.3513011152416357,CRAIG WHITING,BRETT L WRIGHT
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,LAURA JENSEN,25EM02,24,290,290,1095,False,False,0.2648401826484018,0.6286407766990292,538,0.04460966542750929,5.0,0.7041500255662582,1.8551724137931034,-248.0,-0.8551724137931035,209.0,189.0,20.0,0.03717472118959108,0.38847583643122674,0.3513011152416357,CRAIG WHITING,BRETT L WRIGHT
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,ORETA M. TUPOLA,25EM02,13,290,290,1095,False,False,0.2648401826484018,0.6286407766990292,538,0.024163568773234202,6.0,0.7041500255662582,1.8551724137931034,-248.0,-0.8551724137931035,209.0,189.0,20.0,0.03717472118959108,0.38847583643122674,0.3513011152416357,CRAIG WHITING,BRETT L WRIGHT
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,CRAIG WHITING,25EM03,140,247,247,845,False,False,0.2923076923076923,0.7378640776699029,457,0.3063457330415755,1.0,0.7845381112669919,1.8502024291497976,-210.0,-0.8502024291497976,140.0,119.0,21.0,0.045951859956236324,0.3063457330415755,0.2603938730853392,CRAIG WHITING,BRETT L WRIGHT
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,BRETT L WRIGHT,25EM03,119,247,247,845,False,False,0.2923076923076923,0.7378640776699029,457,0.2603938730853392,2.0,0.7845381112669919,1.8502024291497976,-210.0,-0.8502024291497976,140.0,119.0,21.0,0.045951859956236324,0.3063457330415755,0.2603938730853392,CRAIG WHITING,BRETT L WRIGHT
2025-08-12,2025 Utah Municipal Primary,Utah County,Eagle Mountain City Council,Local,CHARLOTTE DUCOS,25EM03,68,247,247,845,False,False,0.2923076923076923,0.7378640776699029,457,0.1487964989059081,3.0,0.7845381112669919,1.8502024291497976,-210.0,-0.8502024291497976,140.0,119.0,21.0,0.045951859956236324,0.3063457330415755,0.2603938730853392,CRAIG WHITING,BRETT L WRIGHT
